entity,item,entity_type,context
the Blades of the Darkmoon,Book of the Guilty,ORG,"Online play item.
Check list of indicted players. The Goddess of Sin Velka oversees this list
of the guilty, who have disrespected the Gods
or their covenants, and shall one day face
the wrath of the ..."
the Blades of the Darkmoon,Indictment,ORG,"Slip sold by bishop of Velka, Goddess of Sin.
If you are killed by an invader, use this
to report the crime of the trespasser. The indicted player will be added to a list
of unfortunate souls who will..."
Sunlight,Sunlight Medal,PERSON,"This faintly warm medal engraved with the
symbol of the Sun, is the ultimate honor,
awarded to those who summon the Warrior
of Sunlight and complete a goal. The symbol represents Lord Gwyn's firstborn..."
Very Good,Very Good! Carving,WORK_OF_ART,"Head carved of archtrees by Gough in his
imprisonment. Gough imparts an emotion to
each and every completed carving, which
helps him achieve personal enlightenment.
When a head is disturbed, it speaks..."
the Goddess of Sin,Book of the Guilty,ORG,"Online play item.
Check list of indicted players. The Goddess of Sin Velka oversees this list
of the guilty, who have disrespected the Gods
or their covenants, and shall one day face
the wrath of the ..."
Velka,Indictment,ORG,"Slip sold by bishop of Velka, Goddess of Sin.
If you are killed by an invader, use this
to report the crime of the trespasser. The indicted player will be added to a list
of unfortunate souls who will..."
Velka,Rare Ring of Sacrifice,ORG,"This mystical ring was created in a
sacrificial rite of Velka, the Goddess of Sin.
The magenta-shaded ring is especially rare.
Its wearer will lose nothing upon death, and
will be freed from any curse..."
Velka,Ring of Sacrifice,ORG,"This mystical ring was created in a
sacrificial rite of Velka, the Goddess
of Sin. Its wearer will lose nothing upon death,
but the ring itself breaks."
Velka,Mask of Velka,ORG,"Mask worn by pardoners serving Velka,
the Goddess of Sin. The pardoners listen to the confessions of
sinners, urging reflection and salvation.
Their masks symbolize separation from
worldly desires."
Velka,Black Cleric Robe,ORG,"Robe worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against all man..."
Velka,Black Cleric Robe,ORG,"Robe worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against all man..."
Velka,Black Manchette,ORG,"Manchette worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against al..."
Velka,Black Manchette,ORG,"Manchette worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against al..."
Velka,Black Tights,ORG,"Tights worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against all m..."
Velka,Black Tights,ORG,"Tights worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against all m..."
Daughter of Chaos,Servant Roster,ORG,"Online play item.
Check servants of the Daughters of Chaos. Egg-bearer Eingyi keeps this roster of those
who serve his master, a Daughter of Chaos.
Eingyi praises those who offer significant
humanity ..."
wearer,Calamity Ring,ORG,"A ring enchanted by the orange eye
of Kalameet, the bringer of calamity.
Doubles damage received by its wearer. A useless ring befitting of no finger.
Best left unknown, or at least well hidden."
wearer,Covetous Gold Serpent Ring,ORG,"The serpent is an imperfect dragon and symbol
of the Undead. Its habit of devouring prey
even larger than itself has led to an
association with gluttony. This gold ring, engraved with the serpent,
boo..."
wearer,Dark Wood Grain Ring,ORG,"This special ring crafted in an Eastern land is made
of gold, but with a wood grain crest on its surface. Agents of subterfuge in this faraway land are particularly
fond of the dark gold wood grain, w..."
wearer,Dusk Crown Ring,ORG,"This magic crown-shaped ring was granted to
Princess Dusk of Oolacile upon her birth. The ringstone allows its wearer to cast additional
sorceries, but at the cost of one-half of HP."
wearer,Ring of Favor and Protection,ORG,"A ring symbolizing the favor and
protection of the goddess Fina,
known in legend to possess ""fateful beauty."" This ring boosts its wearer's HP, stamina,
and max equipment load, but breaks if
ever remo..."
wearer,Ring of Fog,ORG,"Those who befriend Alvina are given
this mysterious ring. It resembles a pearl with
its robust pure-white fog. The ring camouflages its wearer's
presence, helping to prevent detection."
wearer,Ring of Sacrifice,ORG,"This mystical ring was created in a
sacrificial rite of Velka, the Goddess
of Sin. Its wearer will lose nothing upon death,
but the ring itself breaks."
wearer,Slumbering Dragoncrest Ring,ORG,"This ring was secretly worn by a certain
surreptitious sorcerer at Vinheim Dragon
School. The ring is engraved with an everlasting
dragon in silent slumber, and masks all
sound emitting from its weare..."
wearer,Crown of Dusk,ORG,"Special magic crown bestowed upon
Dusk, Princess of Oolacile, upon her birth. Its wearer is blessed by all manner of magic.
This raises the power and effect of the wearer's
magic, but damage suffered ..."
wearer,Crown of Dusk,ORG,"Special magic crown bestowed upon
Dusk, Princess of Oolacile, upon her birth. Its wearer is blessed by all manner of magic.
This raises the power and effect of the wearer's
magic, but damage suffered ..."
wearer,Blood-Stained Skirt,ORG,"Worn by the Fire Keeper at Firelink Shrine. It is thought to have once been the white
skirt of a maiden, but its true origin
is lost in patches of blood. Perhaps its
former wearer was maimed to preven..."
Knight Artorias,Cat Covenant Ring,ORG,"Ring granted to those bound by the
Forest Hunter covenant.
Answer Alvina's summoning. The white cat Alvina speaks a human tongue
and has lived since the early Age of Fire.
Alvina was a trusted friend ..."
Knight Artorias,Covenant Of Artorias,PERSON,"This ring symbolizes Knight Artorias's
covenant with the beasts of the Abyss. It's wearer, like Artorias himself, can
traverse the Abyss."
Darkmoon Blade Covenant,Darkmoon Blade Covenant Ring,WORK_OF_ART,"Ring granted to those bound by the
Darkmoon Blade Covenant.
Answer Dark Sun Gwyndolin's summoning. Gwyndolin, all too aware of his repulsive,
frail appearance, created the illusion of
a sister Gwyneve..."
Gwynevere,Darkmoon Blade Covenant Ring,PERSON,"Ring granted to those bound by the
Darkmoon Blade Covenant.
Answer Dark Sun Gwyndolin's summoning. Gwyndolin, all too aware of his repulsive,
frail appearance, created the illusion of
a sister Gwyneve..."
Eastern,Dark Wood Grain Ring,ORG,"This special ring crafted in an Eastern land is made
of gold, but with a wood grain crest on its surface. Agents of subterfuge in this faraway land are particularly
fond of the dark gold wood grain, w..."
Eastern,East Wood Grain Ring,ORG,"This special ring crafted in an Eastern land
is made of gold, but with a wood grain crest
on its surface. The ring slows the loss of weapon durability
and is particularly useful to bearers of
delicate..."
Eastern,Eastern Helm,ORG,"A distinctive helm made in an Eastern land. Exquisitely crafted, this helm offers
excellent defense, particularly versus slash
attacks, which are one of the main threats in
battles in the East."
Eastern,Shadow Mask,ORG,"Black cloth mask worn by spooks from an
Eastern land. Designed so as not to hinder
their unique form of martial arts. While it sacrifices defense for the sake of
greater mobility, it does offer resist..."
Eastern,Eastern Armor,ORG,"A distinctive armor made in an Eastern land. Exquisitely crafted, this armor offers
excellent defense, particularly versus slash
attacks, which are one of the main threats in
battles in the East."
Eastern,Shadow Garb,ORG,"Black cloth garb worn by spooks from an
Eastern land. Designed so as not to hinder
their unique form of martial arts. White it sacrifices defense for the sake of
greater mobility, it does offer resist..."
Eastern,Eastern Gauntlets,ORG,"Distinctive gauntlets made in an Eastern
land. Exquisitely crafted, these gauntlets offer
excellent defense, particularly versus slash
attacks, which are one of the main threats in
battles in the East..."
Eastern,Shadow Gauntlets,ORG,"Black cloth gauntlets worn by spooks from an
Eastern land. Designed so as not to hinder
their unique form of martial arts. White they sacrifice defense for the sake of
greater mobility, they do offer ..."
Eastern,Eastern Leggings,ORG,"Distinctive leggings made in an Eastern
land. Exquisitely crafted, these leggings offer
excellent defense, particularly versus slash
attacks, which are one of the main threats in
battles in the East."
Eastern,Shadow Leggings,ORG,"Black cloth leggings worn by spooks from an
Eastern land. Designed so as not to hinder
their unique form of martial arts. White they sacrifice defense for the sake of
greater mobility, they do offer r..."
Havel,Havel's Ring,ORG,"This ring was named after Havel the Rock,
Lord Gwyn's old battlefield compatriot. Havel's men wore the ring to express faith in
their leader and to carry a heavier load."
Havel,Havel`s Helm,ORG,"Helm worn by Havel the Rock's warriors.
Carved from solid rock, its tremendous weight
is matched only by the defense it provides. Havel's warriors never flinched nor retreated
from battle. Those unfor..."
Havel,Havel`s Armor,ORG,"Armor worn by Havel the Rock's warriors.
Carved from solid rock, its tremendous weight
is matched only by the defense it provides. Havel's warriors never flinched nor retreated
from battle. Those unfo..."
Havel,Havel`s Gauntlets,ORG,"Gauntlets worn by Havel the Rock's warriors.
Carved from solid rock, their
tremendous weight is matched only by the
defense it provides. Havel's warriors never flinched nor retreated
from battle. Thos..."
Havel,Havel`s Leggings,ORG,"Leggings worn by Havel the Rock's warriors.
Carved from solid rock, their tremendous weight
is matched only by the defense it provides. Havel's warriors never flinched nor retreated
from battle. Those..."
Blade Ciaran,Hornet Ring,PERSON,"One of the special rings granted to the four
knights of Gwyn. The Hornet Ring belonged
to the Lord's Blade Ciaran. By boosting critical attacks, its wearer can
annihilate foes, as Ciaran's dagger laid..."
Blade Ciaran,Porcelain Mask,PERSON,"Mask of the Lord's Blade Ciaran,
one of Gwyn's Four Knights. The cyclops headpiece is common to all of the Lord's Blades, but Ciaran was determined
to earn this soft porcelain mask as a unique decorat..."
Blade Ciaran,Lord`s Blade Robe,PERSON,"Robe of the Lord's Blade Ciaran,
one of Gwyn's Four Knights. A robe common to all of the Lord's Blades,
These deadly women shift nimbly between layers of darkness,
etching streaks of gold into the nig..."
Blade Ciaran,Lord`s Blade Gloves,PERSON,"Gloves worn by the Lord's Blade Ciaran, one of Gwyn's four knights. Gloves common to all of the Lord's Blades.
These deadly women shift nimbly between layers of darkness,
etching streaks of gold into ..."
Blade Ciaran,Lord`s Blade Waistcloth,PERSON,"Waistcloth worn by the Lord's Blade Ciaran,
one of Gwyn's four knights. Waistcloth common to all of the Lord's Blades.
These deadly women shift nimbly between layers of darkness,
etching streaks of go..."
Ciaran,Hornet Ring,GPE,"One of the special rings granted to the four
knights of Gwyn. The Hornet Ring belonged
to the Lord's Blade Ciaran. By boosting critical attacks, its wearer can
annihilate foes, as Ciaran's dagger laid..."
Ciaran,Porcelain Mask,GPE,"Mask of the Lord's Blade Ciaran,
one of Gwyn's Four Knights. The cyclops headpiece is common to all of the Lord's Blades, but Ciaran was determined
to earn this soft porcelain mask as a unique decorat..."
The Leo Ring,Leo Ring,PERSON,"One of the special rings granted to the four
knights of Gwyn. The Leo Ring belonged to
Ornstein the Dragonslayer. This ring strengthens counters with pierce
weapons. His lugged spear is said
to have s..."
Vinheim Dragon School,Lingering Dragoncrest Ring,ORG,"A special ring granted to only the most accomplished
sorcerers at Vinheim Dragon School. The ring is engraved with a lingering dragon,
and boosts the length of the effects of sorceries."
Vinheim Dragon School,Mage Smith Hat,ORG,"Hat worn by proper mage smiths who
studied at Vinheim Dragon School. Mage smiths learn their craft alongside
sorcerers, but apply their sorcery to
forging weapons with magic embers."
Vinheim Dragon School,Sorcerer Hat,ORG,"Hat worn by proper sorcerers who
studied at Vinheim Dragon School. The majority take pride in having studied at
the academy and look down on breaking the
formal dress code established for sorcerers."
Vinheim Dragon School,Black Sorcerer Cloak,ORG,"Cloak worn by the secret sorcerers at
Vinheim Dragon School. They secretly work with sound-based spells,
and never reveal themselves."
Vinheim Dragon School,Mage Smith Coat,ORG,"Coat worn by proper mage smiths who
studied at Vinheim Dragon School. Mage smiths learn their craft alongside
sorcerers, but apply their sorcery to
forging weapons with magic embers."
Vinheim Dragon School,Sorcerer Cloak,ORG,"Cloak worn by proper sorcerers who
studied at Vinheim Dragon School. The majority take pride in having studied at
the academy and look down on breaking the
formal dress code established for sorcerers."
Vinheim Dragon School,Black Sorcerer Gauntlets,ORG,"Gauntlets worn by the secret sorcerers at
Vinheim Dragon School. They secretly work with sound-based spells,
and never reveal themselves."
Vinheim Dragon School,Mage Smith Gauntlets,ORG,"Gauntlets worn by proper mage smiths who
studied at Vinheim Dragon School. Mage smiths learn their craft alongside
sorcerers, but apply their sorcery to
forging weapons with magic embers."
Vinheim Dragon School,Sorcerer Gauntlets,ORG,"Gauntlets worn by proper sorcerers who
studied at Vinheim Dragon School. The majority take pride in having studied at
the academy and look down on breaking the
formal dress code established for sorcer..."
Vinheim Dragon School,Black Sorcerer Boots,ORG,"Boots worn by the secret sorcerers at
Vinheim Dragon School. They secretly work with sound-based spells,
and never reveal themselves."
Vinheim Dragon School,Mage Smith Boots,ORG,"Boots worn by proper mage smiths who
studied at Vinheim Dragon School. Mage smiths learn their craft alongside
sorcerers, but apply their sorcery to
forging weapons with magic embers."
Vinheim Dragon School,Sorcerer Boots,ORG,"Boots worn by proper sorcerers who studied
at Vinheim Dragon School. The majority take pride in having studied at
the academy and look down on breaking the
formal dress code established for sorcerers."
Fina,Ring of Favor and Protection,GPE,"A ring symbolizing the favor and
protection of the goddess Fina,
known in legend to possess ""fateful beauty."" This ring boosts its wearer's HP, stamina,
and max equipment load, but breaks if
ever remo..."
Fina,Helm of Favor,GPE,"Helm of Lautrec the Embraced,
representing the goddess Fina's love. During his solitude, he forsook everything,
for he believed in the goddess's love for
him."
Fina,Embraced Armor of Favor,GPE,"Armor of Lautrec the Embraced,
representing the goddess Fina's love. The goddess's arms wrap around it, as if to
embrace the wearer."
Fina,Gauntlets of Favor,GPE,"Gauntlets of Lautrec the Embraced,
representing the goddess Fina's love. During his solitude, he forsook everything,
for he believed in the goddess's love for
him."
Fina,Leggings of Favor,GPE,"Leggings of Lautrec the Embraced,
representing the goddess Fina's love. During his solitude, he forsook everything,
for he believed in the goddess's love for
him."
max,Ring of Favor and Protection,PERSON,"A ring symbolizing the favor and
protection of the goddess Fina,
known in legend to possess ""fateful beauty."" This ring boosts its wearer's HP, stamina,
and max equipment load, but breaks if
ever remo..."
Sin,Ring of Sacrifice,ORG,"This mystical ring was created in a
sacrificial rite of Velka, the Goddess
of Sin. Its wearer will lose nothing upon death,
but the ring itself breaks."
Gywn,Ring of the Sun Princess,PERSON,"This ring is granted to those who enter a
Covenant with Gwynevere, daughter of Lord Gywn
and the Princess of Sunlight. This slightly
warm ring boosts the synergy of miracles. The Princess of Sunlight ..."
the Princess of Sunlight,Ring of the Sun Princess,LAW,"This ring is granted to those who enter a
Covenant with Gwynevere, daughter of Lord Gywn
and the Princess of Sunlight. This slightly
warm ring boosts the synergy of miracles. The Princess of Sunlight ..."
Flame,Ring of the Sun Princess,PERSON,"This ring is granted to those who enter a
Covenant with Gwynevere, daughter of Lord Gywn
and the Princess of Sunlight. This slightly
warm ring boosts the synergy of miracles. The Princess of Sunlight ..."
the Way of White,White Seance Ring,LOC,"A divine ring entrusted to the head bishop
of the Way of White and apostle to
Allfather Lloyd, uncle to Lord Gwyn.
It grants additional attunement slots. The head bishop of the Way of White is the
gua..."
the Way of White,Paladin Helm,LOC,"Helm of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordra..."
the Way of White,Paladin Armor,LOC,"Armor of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordr..."
the Way of White,Paladin Gauntlets,LOC,"Gauntlets of Leeroy, Paladin of the
Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for L..."
the Way of White,Paladin Leggings,LOC,"Leggings of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lo..."
Wolf,Wolf Ring,PERSON,"One of the special rings granted to the four knights of Gwyn.
The wolf ring belongs to Artorias the Abysswalker.
Artorias had an unbendable will of steel,
and was unmatched with a greatsword."
Helm,Balder Helm,NORP,"Helm worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were spaw..."
Helm,Cleric Helm,NORP,"Helm worn by the warrior clerics of the
Way of White, who are famous for being
unyielding in battle. It is rather substantial in size and weight, making
its wearer look even bigger than
he actually is..."
Helm,Crystalline Helm,NORP,"Helm worn by a Hollowed knight, who was
partially crystallized. The crystal power provides powerful defense,
but it cannot be used for long because it is
easily broken and cannot be repaired."
Helm,Elite Cleric Helm,NORP,"Helm worn by the warrior clerics of the
Way of White, who are famous for being
unyielding in battle. Among such helms, those that were black
belonged to warrior clerics sent on missions,
many of whom ..."
Helm,Havel`s Helm,NORP,"Helm worn by Havel the Rock's warriors.
Carved from solid rock, its tremendous weight
is matched only by the defense it provides. Havel's warriors never flinched nor retreated
from battle. Those unfor..."
Helm,Hollow Soldier Helm,NORP,"Helm worn by Hollow soldiers. It may be old
and battered, but its iron construction makes
it quite sturdy. It is wise to wear a sturdy form of head
protection against arrows and other physical
threats..."
Helm,Hollow Warrior Helm,NORP,"Helm worn by Hollow warriors. Although it is
made of iron, it is old, battered and worn
out. It is wise to wear a sturdy form of head
protection against arrows and other physical
threats."
Balder,Balder Helm,GPE,"Helm worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were spaw..."
Balder,Balder Helm,PERSON,"Helm worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were spaw..."
Balder,Balder Armor,GPE,"Armor worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were spa..."
Balder,Balder Armor,PERSON,"Armor worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were spa..."
Balder,Balder Gauntlets,GPE,"Gauntlets worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were..."
Balder,Balder Gauntlets,PERSON,"Gauntlets worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were..."
Balder,Balder Leggings,GPE,"Leggings worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were ..."
Balder,Balder Leggings,PERSON,"Leggings worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were ..."
Gigantic,Big Hat,ORG,"Gigantic hat worn by the great sorcerer
Logan. It completely hid his face, which led
to his nickname ""Big Hat."" Famously antisocial, Logan used it to block
out noise and people's stares so he could
fo..."
Tarkus,Black Iron Helm,PERSON,"Helm of Black Iron Tarkus, a knight known
for his great strength. Built of a special black iron and
providing strong defense, notably
against fire, but so terrible heavy to be
unwieldy to all but Tark..."
Tarkus,Black Iron Armor,PERSON,"Armor of Black Iron Tarkus, a knight
known for his great strength. Built of a special black iron and
providing strong defense, notably
against fire, but so terrible heavy to be
unwieldy to all but Tar..."
Tarkus,Black Iron Gauntlets,PERSON,"Gauntlets of Black Iron Tarkus, a knight
known for his great strength. Built of a special black iron and
providing strong defense, notably
against fire, but so terrible heavy to be
unwieldy to all but..."
Tarkus,Black Iron Leggings,PERSON,"Leggings of Black Iron Tarkus, a knight
known for his great strength. Built of a special black iron and
providing strong defense, notably
against fire, but so terrible heavy to be
unwieldy to all but ..."
Vinheim Dragon School,Black Sorcerer Hat,ORG,"Hat worn by the secret sorcerers at Vinheim
Dragon School. They secretly work with sound-based spells,
and never reveal themselves."
the Dark of Manus,Bloated Head,ORG,"The head of an Oolacile resident whose
humanity went wild after being devoured
by the Dark of Manus, Father of the Abyss. The bloated head is fissured, the cracks
lined with innumerable tiny red eyeba..."
a Blade of Darkmoon,Brass Helm,PERSON,"Helm of the Darkmoon Knightess,
Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark
Sun Gwyndolin at the Mausoleum of the Spiral
Depths, became a Blade of Darkmoon,
and assumed the ..."
a Blade of Darkmoon,Brass Armor,PERSON,"Armor of the Darkmoon Knightess,
Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark
Sun Gwyndolin at the Mausoleum of the Spiral
Depths, became a Blade of Darkmoon,
and assumed the..."
a Blade of Darkmoon,Brass Gauntlets,PERSON,"Gauntlets of the Darkmoon Knightess,
Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark
Sun Gwyndolin at the Mausoleum of the Spiral
Depths, became a Blade of Darkmoon,
and assumed..."
a Blade of Darkmoon,Brass Leggings,PERSON,"Leggings of the Darkmoon Knightess,
Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark
Sun Gwyndolin at the Mausoleum of the Spiral
Depths, became a Blade of Darkmoon,
and assumed ..."
Knights of Catarina,Catarina Helm,ORG,"Distinctively shaped helm worn by the
Knights of Catarina. Outside Catarina, they are often ridiculed for
their onion-like shape, infuriating the proud
knights, but the masterfully forged curved
desig..."
Knights of Catarina,Catarina Armor,ORG,"Distinctively shaped armor worn by the
Knights of Catarina. Outside of Caterina, it is often ridiculed for
their onion-like shape, infuriating the proud
knights, but the masterfully forged curved
desi..."
Knights of Catarina,Catarina Gauntlets,ORG,"Distinctively shaped gauntlets worn by the
Knights of Catarina. Outside of Caterina, they are often ridiculed
for their onion-like shape, infuriating the
proud knights, but the masterfully forged
curv..."
Knights of Catarina,Catarina Leggings,ORG,"Distinctively shaped leggings worn by the
Knights of Catarina. Outside of Caterina, they are often ridiculed
for their onion-like shape, infuriating the
proud knights, but the masterfully forged
curve..."
Knight,Chain Helm,ORG,"A chainmail helm of thin interlinking rings
of steel. It is common throughout the human
world since it can be easily produced, it is not
too heavy, and offers good defense. Knights may favor flashy ar..."
Knight,Chain Armor,ORG,"Chainmail armor of thin interlinking rings of
steel. It is common throughout the human
world since it can be easily produced, is not
too heavy, and offers good defense. Knights may favor flashy armor,..."
Knight,Chain Leggings,ORG,"Chainmail leggings of thin interlinking rings
of steel. It is common throughout the human
world since it can be easily produced, it is not
too heavy, and offers good defense. Knights may favor flashy ..."
the First Flame,Crown of the Great Lord,ORG,"Crown of Gwyn, Lord of Cinder, who linked
the First Flame. Lord Gwyn, bearer of the ultimate soul,
divided that power among his great clan before
linking the flame. But he did keep his crown,
perhaps ..."
the First Flame,Robe of the Great Lord,ORG,"Robe of Gwyn, Lord of Cinder, who linked
the First Flame. Lord Gwyn, bearer of the ultimate soul,
divided that power among his clan before
linking the flame. When he departed, he
left only with his gr..."
the First Flame,Bracelet of the Great Lord,ORG,"Bracelet of Gwyn, Lord of Cinder, who linked
the First Flame. Lord Gwyn, bearer of the ultimate soul,
divided that power among his clan before
linking the flame. When he departed, he
left only with hi..."
the First Flame,Anklet of the Great Lord,ORG,"Anklet of Gwyn, Lord of Cinder, who linked
the First Flame. Lord Gwyn, bearer of the ultimate soul,
divided that power among his clan before
linking the flame. When he departed, he
left only with his ..."
Darkwraiths,Dark Mask,ORG,"Mask of the Darkwraiths, former knights of
New Londo who descended into Dark. Some say the skeletal mask of an ancient
Darkwraith is partially fused with the flesh
of its face."
Fang Boar,Fang Boar Helm,PERSON,"Severed head of the fully-armored Fang Boar
taken by the one who killed it as proof of
his victory, just as the Gods once did with
the head of the ancient dragon. Can be worn on the head as a surprisi..."
Daughter of Chaos,Gold-Hemmed Black Hood,ORG,"Worn by the witch Quelana of Izalith, mother
of pyromancy and Daughter of Chaos. She wore this gold-hemmed black hood before
even the Age of Fire, and it offers strong
resistance versus fire, poison, ..."
Daughter of Chaos,Gold-Hemmed Black Cloak,ORG,"Worn by the witch Quelana of Izalith, mother
of pyromancy and Daughter of Chaos. She wore this gold-hemmed black cloak
before even the Age of Fire, and it offers
strong resistance versus fire, poison,..."
Daughter of Chaos,Gold-Hemmed Black Gloves,ORG,"Worn by the witch Quelana of Izalith, mother
of pyromancy and Daughter of Chaos. She wore these gold lined black gloves
before even the Age of Fire, and they offer
strong resistance versus fire, poiso..."
Daughter of Chaos,Gold-Hemmed Black Skirt,ORG,"Worn by the witch Quelana of Izalith, mother
of pyromancy and Daughter of Chaos. She wore this gold-hemmed black skirt before
even the Age of Fire, and it offers strong
resistance versus fire, poison,..."
Zena,Helm of The Wise,GPE,"A strange helm from the ancient land of Zena,
birthplace of the curious dealer Domhnall. The two horns are believed to symbolize
wisdom."
Zena,Armor of the Glorious,GPE,"Strange armor from the ancient land of Zena,
birthplace of the curious dealer Domhnall. The many medals are believed to symbolize
glory."
Zena,Boots of the Explorer,GPE,"Strange boots from the ancient land of Zena,
birthplace of the curious dealer Domhnall. The inlaid silver rings symbolize an
explorer."
Domhnall,Helm of The Wise,PERSON,"A strange helm from the ancient land of Zena,
birthplace of the curious dealer Domhnall. The two horns are believed to symbolize
wisdom."
Domhnall,Armor of the Glorious,PERSON,"Strange armor from the ancient land of Zena,
birthplace of the curious dealer Domhnall. The many medals are believed to symbolize
glory."
Domhnall,Gauntlets of the Vanquisher,PERSON,"Strange gauntlets from the ancient land of
Zena, birthplace of the curious dealer
Domhnall. They gold bracelets symbolize a vanquisher."
Domhnall,Boots of the Explorer,PERSON,"Strange boots from the ancient land of Zena,
birthplace of the curious dealer Domhnall. The inlaid silver rings symbolize an
explorer."
Helm of Kirk,Helm of Thorns,PERSON,"Helm of Kirk, knight of Thorns and notorious
member of the Darkwraiths. A dense patch of
thorns grows from its surface. It is a fitting item for the murderous Kirk,
for by simply wearing it and rollin..."
Thorns,Helm of Thorns,NORP,"Helm of Kirk, knight of Thorns and notorious
member of the Darkwraiths. A dense patch of
thorns grows from its surface. It is a fitting item for the murderous Kirk,
for by simply wearing it and rollin..."
Thorns,Armor of Thorns,NORP,"Armor of Kirk, knight of Thorns and notorious
member of the Darkwraiths. A dense patch of
thorns grows from its surface. It is a fitting item for the murderous Kirk,
for by simply wearing it and rolli..."
Thorns,Gauntlets of Thorns,NORP,"Gauntlets of Kirk, knight of Thorns and
notorious member of the Darkwraiths. A dense
patch of thorns grows from their surface. They are a fitting item for the murderous
Kirk, for by simply wearing the..."
Thorns,Leggings of Thorns,NORP,"Leggings of Kirk, knight of Thorns and
notorious member of the Darkwraiths. A dense
patch of thorns grows from their surface. They are a fitting item for the murderous
Kirk, for by simply wearing them..."
Kirk,Helm of Thorns,PERSON,"Helm of Kirk, knight of Thorns and notorious
member of the Darkwraiths. A dense patch of
thorns grows from its surface. It is a fitting item for the murderous Kirk,
for by simply wearing it and rollin..."
Kirk,Armor of Thorns,PERSON,"Armor of Kirk, knight of Thorns and notorious
member of the Darkwraiths. A dense patch of
thorns grows from its surface. It is a fitting item for the murderous Kirk,
for by simply wearing it and rolli..."
Kirk,Gauntlets of Thorns,ORG,"Gauntlets of Kirk, knight of Thorns and
notorious member of the Darkwraiths. A dense
patch of thorns grows from their surface. They are a fitting item for the murderous
Kirk, for by simply wearing the..."
Kirk,Gauntlets of Thorns,PERSON,"Gauntlets of Kirk, knight of Thorns and
notorious member of the Darkwraiths. A dense
patch of thorns grows from their surface. They are a fitting item for the murderous
Kirk, for by simply wearing the..."
Kirk,Leggings of Thorns,PERSON,"Leggings of Kirk, knight of Thorns and
notorious member of the Darkwraiths. A dense
patch of thorns grows from their surface. They are a fitting item for the murderous
Kirk, for by simply wearing them..."
Helm of Solaire,Iron Helm,ORG,"Helm of Solaire of Astora, Knight of
Sunlight. Of high quality, but lacking any
particular powers. Solaire's incredible prowess must have
come from rigorous training alone, for
his equipment exhibits ..."
"Astora, Knight",Iron Helm,ORG,"Helm of Solaire of Astora, Knight of
Sunlight. Of high quality, but lacking any
particular powers. Solaire's incredible prowess must have
come from rigorous training alone, for
his equipment exhibits ..."
