name,url,type,description
Xanthous Gloves,http://darksouls.wikidot.com/xanthous-gloves,Hands,"Mysterious items once worn by the Xanthous
King Jeremiah, the legendary exile. No one
knows where it came from. They may be tattered, but its bright yellow
color still stings the eyes."
Anklet of the Great Lord,http://darksouls.wikidot.com/anklet-of-the-great-lord,Legs,"Anklet of Gwyn, Lord of Cinder, who linked
the First Flame. Lord Gwyn, bearer of the ultimate soul,
divided that power among his clan before
linking the flame. When he departed, he
left only with his greatsword, his garb,
and the crown, now bereft of power."
Antiquated Skirt,http://darksouls.wikidot.com/antiquated-skirt,Legs,"A skirt from the ancient fallen
land of Oolacile. Its ivory-colored
silk features elaborate embroidery
and is imbued with ancient magic power. One cannot expect any physical
protection from this garment,
as it was not meant to be worn in battle."
Balder Leggings,http://darksouls.wikidot.com/balder-leggings,Legs,"Leggings worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were spawned."
Black Iron Leggings,http://darksouls.wikidot.com/black-iron-leggings,Legs,"Leggings of Black Iron Tarkus, a knight
known for his great strength. Built of a special black iron and
providing strong defense, notably
against fire, but so terrible heavy to be
unwieldy to all but Tarkus himself."
Black Knight Leggings,http://darksouls.wikidot.com/black-knight-leggings,Legs,"Leggings of the Black Knights who haunt
Lordran. The knights followed Lord Gwyn when he
departed to link the flame, but they
were burned to ashes in newly kindled
fire, wandering the world as disembodied
spirits ever after."
Black Leather Boots,http://darksouls.wikidot.com/black-leather-boots,Legs,"These boots made of smooth black leather are
extremely quiet, a good thing for those who hide in
the shadows. The leather itself is thick, offering a
decent level of protection."
Black Sorcerer Boots,http://darksouls.wikidot.com/black-sorcerer-boots,Legs,"Boots worn by the secret sorcerers at
Vinheim Dragon School. They secretly work with sound-based spells,
and never reveal themselves."
Black Tights,http://darksouls.wikidot.com/black-tights,Legs,"Tights worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against all manner of magic."
Blood-Stained Skirt,http://darksouls.wikidot.com/blood-stained-skirt,Legs,"Worn by the Fire Keeper at Firelink Shrine. It is thought to have once been the white
skirt of a maiden, but its true origin
is lost in patches of blood. Perhaps its
former wearer was maimed to prevent escape?"
Boots of the Explorer,http://darksouls.wikidot.com/boots-of-the-explorer,Legs,"Strange boots from the ancient land of Zena,
birthplace of the curious dealer Domhnall. The inlaid silver rings symbolize an
explorer."
Brass Leggings,http://darksouls.wikidot.com/brass-leggings,Legs,"Leggings of the Darkmoon Knightess,
Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark
Sun Gwyndolin at the Mausoleum of the Spiral
Depths, became a Blade of Darkmoon,
and assumed the flame-keeping duty. She
received these leggings, which hides her
hideous form and help her hunt the guilty."
Brigand Trousers,http://darksouls.wikidot.com/brigand-trousers,Legs,"Trousers worn by the brigands who raid
mountain hamlets and attack travelers. The addition of metal over a base of cloth
and leather offers good mobility and defense."
Catarina Leggings,http://darksouls.wikidot.com/catarina-leggings,Legs,"Distinctively shaped leggings worn by the
Knights of Catarina. Outside of Caterina, they are often ridiculed
for their onion-like shape, infuriating the
proud knights, but the masterfully forged
curved design makes it very effective for
parrying."
Chain Leggings,http://darksouls.wikidot.com/chain-leggings,Legs,"Chainmail leggings of thin interlinking rings
of steel. It is common throughout the human
world since it can be easily produced, it is not
too heavy, and offers good defense. Knights may favor flashy armor, but for
warriors on the battlefield, anything is
fine as long as it keeps them alive."
Chester`s Trousers,http://darksouls.wikidot.com/chester-s-trousers,Legs,"Black leather trousers worn by Marvellous Chester,
a man of mystery lost in the past. These exquisitely sewn trousers
are decorated with silver trinkets of varying sizes,
and have straps on the inner legs for carrying crossbow bolts."
Cleric Leggings,http://darksouls.wikidot.com/cleric-leggings,Legs,"Leggings worn by the warrior clerics of the
Way of White, who are famous for being
unyielding in battle. They are rather substantial in size and
weight, making their wearer look even bigger
than he actually is."
Crimson Waistcloth,http://darksouls.wikidot.com/crimson-waistcloth,Legs,"Waistcloth of the sorcerers who flooded
New Londo to seal away the Darkwraiths,
and the Four Kings who descended into Dark. The Sealers were once known as healers, and
the bright crimson was a symbol of that."
Crystalline Leggings,http://darksouls.wikidot.com/crystalline-leggings,Legs,"Leggings worn by a Hollowed knight, who was
partially crystallized. The crystal power provides good defense, but
they cannot be used for long because they
are easily broken and cannot be repaired."
Dark Leggings,http://darksouls.wikidot.com/dark-leggings,Legs,"Leggings of the Darkwraiths, former knights
of New Londo who descended into Dark. Their leggings transformed, and remain a
symbol of the Dark servants and their
diabolical art of Lifedrain."
Eastern Leggings,http://darksouls.wikidot.com/eastern-leggings,Legs,"Distinctive leggings made in an Eastern
land. Exquisitely crafted, these leggings offer
excellent defense, particularly versus slash
attacks, which are one of the main threats in
battles in the East."
Elite Cleric Leggings,http://darksouls.wikidot.com/elite-cleric-leggings,Legs,"Leggings worn by the warrior clerics of the
Way of White, who are famous for being
unyielding in battle. Among such leggings, those that were black
belonged to warrior clerics sent on missions,
many of whom were high-level priests."
Elite Knight Leggings,http://darksouls.wikidot.com/elite-knight-leggings,Legs,"Leggings of a nameless knight, perhaps an
elite knight of Astora. Although he was loath to give up on his
Undead mission, he perished at the Undead
Asylum, and went Hollow."
Giant Leggings,http://darksouls.wikidot.com/giant-leggings,Legs,"Leggings of the giant sentinels of Anor
Londo. Made from ancient brass, they also offer
protection versus non-physical attacks, but
due to their giant size, they are extremely
heavy for humans, and impede stamina
recovery."
Gold-Hemmed Black Skirt,http://darksouls.wikidot.com/gold-hemmed-black-skirt,Legs,"Worn by the witch Quelana of Izalith, mother
of pyromancy and Daughter of Chaos. She wore this gold-hemmed black skirt before
even the Age of Fire, and it offers strong
resistance versus fire, poison, and other
perils."
Golem Leggings,http://darksouls.wikidot.com/golem-leggings,Legs,"Legs of the Iron Golem, guardian of the
ancient Sen's Fortress, slayer of heroes who
ventured forth to Anor Londo. Without its core, they are mere hunks of
iron, and can be equipped as solid protective
gear, but their immense weight hinders
stamina recovery."
Gough`s Leggings,http://darksouls.wikidot.com/gough-s-leggings,Legs,"Leggings of Hawkeye Gough,
one of Gwyn's Four Knights. Received as a decoration of honor.
Crafted of similar material to the gauntlets worn by the Silver Knights."
Guardian Leggings,http://darksouls.wikidot.com/guardian-leggings,Legs,"Leggings of the stone knights,
guardians of the forest sanctuary. The stone knights are golems animated by magic,
and their enchanted leggings are oppressively heavy."
Hard Leather Boots,http://darksouls.wikidot.com/hard-leather-boots,Legs,"Boots made of thick leather. Very common
type of protective gear, they provides
a sound level of defense."
Havel`s Leggings,http://darksouls.wikidot.com/havel-s-leggings,Legs,"Leggings worn by Havel the Rock's warriors.
Carved from solid rock, their tremendous weight
is matched only by the defense it provides. Havel's warriors never flinched nor retreated
from battle. Those unfortunate enough to face
them were inevitably beaten to a pulp."
Heavy Boots,http://darksouls.wikidot.com/heavy-boots,Legs,"Boots made of thick leather. The boots of the
pyromancers are incredibly tough, on account
of the rugged grasslands and treacherous
swamps they must traverse. Their soles are
nearly impenetrable."
Hollow Soldier Waistcloth,http://darksouls.wikidot.com/hollow-soldier-waistcloth,Legs,"Waistcloth worn by Hollow soldiers. It is so
tattered that it barely serves its purpose
anymore."
Hollow Thief`s Tights,http://darksouls.wikidot.com/hollow-thief-s-tights,Legs,"Tights worn by Hollow thieves. They stifle
noise and help their wearer hide in the
shadows."
Hollow Warrior Waistcloth,http://darksouls.wikidot.com/hollow-warrior-waistcloth,Legs,"Waistcloth worn by Hollow Warriors. It is so
tattered that it barely serves its purpose
anymore."
Holy Trousers,http://darksouls.wikidot.com/holy-trousers,Legs,"Trousers donned by the men of the cloth, Though
plain to the naked eye, their hardy fabric
repels rain and keeps the body warm. Those dissatisfied with church teachings
must test their faith by going on a spiritual
journey. Such is the ritual of self-purification
of the Way of the White."
Iron Leggings,http://darksouls.wikidot.com/iron-leggings,Legs,"Leggings of Solaire of Astora, Knight of
Sunlight. Of high quality, but lacking any
particular powers. Solaire's incredible prowess must have
come from rigorous training alone, for
his equipment exhibits no special traits."
Knight Leggings,http://darksouls.wikidot.com/knight-leggings,Legs,"Leggings of a lower-rank knight. Despite the
thin metal used, the grooved texture gives
them added protection."
Leather Boots,http://darksouls.wikidot.com/leather-boots,Legs,"Boots made of soft leather.
Very common type of protective gear."
Leggings of Artorias,http://darksouls.wikidot.com/leggings-of-artorias,Legs,"Leggings of Artorias the Abysswalker,
one of Gwyn's four knights. The death of the their owner can be surmised from the corrosive Dark of the Abyss,
which has compromised their protective utility."
Leggings of Favor,http://darksouls.wikidot.com/leggings-of-favor,Legs,"Leggings of Lautrec the Embraced,
representing the goddess Fina's love. During his solitude, he forsook everything,
for he believed in the goddess's love for
him."
Leggings of Thorns,http://darksouls.wikidot.com/leggings-of-thorns,Legs,"Leggings of Kirk, knight of Thorns and
notorious member of the Darkwraiths. A dense
patch of thorns grows from their surface. They are a fitting item for the murderous
Kirk, for by simply wearing them and rolling,
one can damage enemies."
Lord`s Blade Waistcloth,http://darksouls.wikidot.com/lord-s-blade-waistcloth,Legs,"Waistcloth worn by the Lord's Blade Ciaran,
one of Gwyn's four knights. Waistcloth common to all of the Lord's Blades.
These deadly women shift nimbly between layers of darkness,
etching streaks of gold into the night air,
and planting visions of terror into the minds of their targets."
Mage Smith Boots,http://darksouls.wikidot.com/mage-smith-boots,Legs,"Boots worn by proper mage smiths who
studied at Vinheim Dragon School. Mage smiths learn their craft alongside
sorcerers, but apply their sorcery to
forging weapons with magic embers."
Maiden Skirt,http://darksouls.wikidot.com/maiden-skirt,Legs,"White skirt worn by traveling maidens. It is
part of their formal attire, regardless of
rank. It is soft and well-made, but does not offer
much in the way of defense, making it ill-
suited to use in battle."
Moonlight Waistcloth,http://darksouls.wikidot.com/moonlight-waistcloth,Legs,"Waistcloth of the Dark Sun Gwyndolin,
protector of the forsaken city of Anor Londo. The power of the moon was strong in
Gwyndolin, and thus he was raised as a
daughter. His magic garb is silk-thin,
and hardly provides any physical defense."
Ornstein`s Leggings,http://darksouls.wikidot.com/ornstein-s-leggings,Legs,"Leggings of the dragonslayer Ornstein, who
guards the cathedral in the forsaken city of
Anor Londo. Ornstein is believed to be the captain of the
Four Knights. His golden lion leggings are
imbued with the power of lightning and should
provide good protection against it."
Painting Guardian Waistcloth,http://darksouls.wikidot.com/painting-guardian-waistcloth,Legs,"Waistcloth worn by the alabaster-clothed
guardians of the paintings in Anor Londo.
Offer substantial protection versus magic. They have guarded the Great Painting of
Ariamis for ages, passing their duty down
through generations, but the reason for
doing so passed from all memory long ago."
Paladin Leggings,http://darksouls.wikidot.com/paladin-leggings,Legs,"Leggings of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordran,
Land of the Gods, in the first Undead
mission of the Way of White."
Shadow Leggings,http://darksouls.wikidot.com/shadow-leggings,Legs,"Black cloth leggings worn by spooks from an
Eastern land. Designed so as not to hinder
their unique form of martial arts. White they sacrifice defense for the sake of
greater mobility, they do offer resistance
to bleeding and poison among other things,
perhaps due to the nature of espionage."
Silver Knight Leggings,http://darksouls.wikidot.com/silver-knight-leggings,Legs,"Leggings of the Silver Knights who protect
Anor Londo. When Lord Gwyn departed to link the Fire,
his knights split into two groups. The Silver
Knights remained in the forsaken capital in
the service of their goddess."
Smough`s Leggings,http://darksouls.wikidot.com/smough-s-leggings,Legs,"Leggings of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
Sorcerer Boots,http://darksouls.wikidot.com/sorcerer-boots,Legs,"Boots worn by proper sorcerers who studied
at Vinheim Dragon School. The majority take pride in having studied at
the academy and look down on breaking the
formal dress code established for sorcerers."
Steel Leggings,http://darksouls.wikidot.com/steel-leggings,Legs,"Leggings of the Knights of Berenike, known
for their heavy armaments and armor Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But their
journey was for naught, as they went Hollow,
and became a threat to all Undead."
Stone Leggings,http://darksouls.wikidot.com/stone-leggings,Legs,"Moss-covered leggings of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although these leggings are also imbued
with magic, they are incredibly heavy."
Traveling Boots,http://darksouls.wikidot.com/traveling-boots,Legs,"Boots worn by Big Hat Logan. They are
indistinguishable from the ordinary kind
worn by travelers."
Waistcloth of the Channelers,http://darksouls.wikidot.com/waistcloth-of-the-channelers,Legs,"Waistcloth of the Channelers, sorcerers that serve
Seath the Scaleless. Even after the onset of
Seath's madness, the ""snatchers"" as they
were often called, ventured to far lands to
find suitable human specimens. The heaviest of protective gear for
sorcerers, and imbued with magic."
Wanderer Boots,http://darksouls.wikidot.com/wanderer-boots,Legs,"Boots of an aimless traveler. Made from sturdy leather. A must-have for
long journeys."
Witch Skirt,http://darksouls.wikidot.com/witch-skirt,Legs,"Skirt of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of her ordeal."
Xanthous Waistcloth,http://darksouls.wikidot.com/xanthous-waistcloth,Legs,"A mysterious item once worn by the Xanthous
King Jeremiah, the legendary exile. No one
knows where it came from. It may be tattered, but its bright yellow
color still stings the eyes."
