entity,character,entity_type,context
Lautrec,PETRUS OF THOROLUND,ORG,"Before Rhea arrives at Firelink Shrine
Before Rhea arrives at Firelink Shrine
Speaking to him for the first time
Hello there. I believe we are not acquainted?
I am Petrus of Thorolund. Have you busine..."
Goodbye Quelaag,QUELAAG'S SISTER,ORG,"First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Greeting
Quelaag, what is it?
Quelaag, my dear sister…
Oh my dear sis..."
Goodbye Quelaag,QUELAAG'S SISTER,ORG,"First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Greeting
Quelaag, what is it?
Quelaag, my dear sister…
Oh my dear sis..."
the Bed of Chaos Report,QUELAAG'S SISTER,ORG,"First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Greeting
Quelaag, what is it?
Quelaag, my dear sister…
Oh my dear sis..."
the Bed of Chaos Report,QUELAAG'S SISTER,ORG,"First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Greeting
Quelaag, what is it?
Quelaag, my dear sister…
Oh my dear sis..."
Ceaseless Discharge,QUELAAG'S SISTER,ORG,"First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Greeting
Quelaag, what is it?
Quelaag, my dear sister…
Oh my dear sis..."
Ceaseless Discharge,QUELAAG'S SISTER,ORG,"First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Greeting
Quelaag, what is it?
Quelaag, my dear sister…
Oh my dear sis..."
Quelaag,QUELAAG'S SISTER,PERSON,"First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Greeting
Quelaag, what is it?
Quelaag, my dear sister…
Oh my dear sis..."
Quelaag,QUELAAG'S SISTER,PERSON,"First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Greeting
Quelaag, what is it?
Quelaag, my dear sister…
Oh my dear sis..."
Quelaag,QUELAAG'S SISTER,PERSON,"First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Greeting
Quelaag, what is it?
Quelaag, my dear sister…
Oh my dear sis..."
"the Bed of Chaos
Queelag",QUELAAG'S SISTER,LAW,"First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Quelaag? My dear sister.
First time speaking to her
Greeting
Quelaag, what is it?
Quelaag, my dear sister…
Oh my dear sis..."
Salaman,QUELANA OF IZALITH,PERSON,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
Salaman,QUELANA OF IZALITH,PERSON,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
Salaman,QUELANA OF IZALITH,PERSON,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
Salaman,QUELANA OF IZALITH,PERSON,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
Salaman,QUELANA OF IZALITH,PERSON,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
Salaman,QUELANA OF IZALITH,PERSON,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Flame of Chaos,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Flame of Chaos,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Bed of Chaos,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Bed of Chaos,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Bed of Chaos,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Bed of Chaos,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Bed of Chaos,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Bed of Chaos,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Ascended Pyromancy Flame,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Ascended Pyromancy Flame,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Ascended Pyromancy Flame,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Bed of Chaos,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
the Bed of Chaos,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
"the Bed of Chaos
Leaving",QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
The Tomb of the Giants,RHEA OF THOROLUND,WORK_OF_ART,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
The Tomb of the Giants,RHEA OF THOROLUND,WORK_OF_ART,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Hollow,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Hollow,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Perhaps Petrus,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Perhaps Petrus,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Perhaps Petrus,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Perhaps Petrus,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Vereor Nox,RHEA OF THOROLUND,PERSON,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Vereor Nox,RHEA OF THOROLUND,PERSON,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Vereor Nox,VINCE AND NICO OF THOROLUND,PERSON,"Vince's Dialogues
Vince's Dialogues
Speak to him
Hm? What have we here?
You look awfully raggedy…
Times are grim; the least you can do is look sharp.
Don't you dare meet M'lady like that.
You might sc..."
Vereor Nox,VINCE AND NICO OF THOROLUND,PERSON,"Vince's Dialogues
Vince's Dialogues
Speak to him
Hm? What have we here?
You look awfully raggedy…
Times are grim; the least you can do is look sharp.
Don't you dare meet M'lady like that.
You might sc..."
Vereor Nox,VINCE AND NICO OF THOROLUND,PERSON,"Vince's Dialogues
Vince's Dialogues
Speak to him
Hm? What have we here?
You look awfully raggedy…
Times are grim; the least you can do is look sharp.
Don't you dare meet M'lady like that.
You might sc..."
Vereor Nox,VINCE AND NICO OF THOROLUND,PERSON,"Vince's Dialogues
Vince's Dialogues
Speak to him
Hm? What have we here?
You look awfully raggedy…
Times are grim; the least you can do is look sharp.
Don't you dare meet M'lady like that.
You might sc..."
Dragon School,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Dragon School,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Dragon School,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Dragon School,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Rickert,RICKERT OF VINHEIM,WORK_OF_ART,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Rickert,RICKERT OF VINHEIM,WORK_OF_ART,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Rickert,RICKERT OF VINHEIM,WORK_OF_ART,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Rickert,RICKERT OF VINHEIM,WORK_OF_ART,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Forest Hunter,SHIVA OF THE EAST,PERSON,"In Darkroot Garden
In Darkroot Garden
First time speaking to him
I've heard all about you.
I'm Shiva of the East, captain of the brigade.
Let's teach you the clan basic now,
as there is no time to cha..."
Forest Hunter,SHIVA OF THE EAST,PERSON,"In Darkroot Garden
In Darkroot Garden
First time speaking to him
I've heard all about you.
I'm Shiva of the East, captain of the brigade.
Let's teach you the clan basic now,
as there is no time to cha..."
Forest Hunter,SHIVA OF THE EAST,PERSON,"In Darkroot Garden
In Darkroot Garden
First time speaking to him
I've heard all about you.
I'm Shiva of the East, captain of the brigade.
Let's teach you the clan basic now,
as there is no time to cha..."
Sieglinde,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Sieglinde,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Sieglinde,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Sieglinde,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Sieglinde,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Sieglinde,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Sieglinde,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Sieglinde,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Sieglinde,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Sieglinde,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Sieglinde,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Ash Lake,SIEGLINDE OF CATARINA,PERSON,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
"Ash Lake
Talk",SIEGLINDE OF CATARINA,PERSON,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Catarina,SIEGLINDE OF CATARINA,NORP,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Catarina,SIEGLINDE OF CATARINA,NORP,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Catarina,SIEGLINDE OF CATARINA,NORP,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Catarina,SIEGLINDE OF CATARINA,NORP,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,ORG,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,GPE,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,GPE,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,GPE,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,GPE,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Catarina,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Inside Sen's Fortress,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Outside Sen's,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Siegmeyer,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
